grade_id,student_id,course_id,assessment_id,assessment_type,marks_obtained,max_marks,percentage,submitted_date,graded_date,feedback
GRD00001234,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q1,Quiz,25.4,30,67.0,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00001235,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q2,Quiz,18.5,25,90.0,2024-03-20 00:00:00,2024-03-20 00:00:00,Auto-graded
GRD00001236,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q3,Quiz,17.5,20,73.6,2024-05-26 00:00:00,2024-05-26 00:00:00,Auto-graded
GRD00001237,KOI000086,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A2,Assignment,10.3,20,70.4,2024-04-28 00:00:00,2024-05-11 00:00:00,Needs improvement in analysis.
GRD00001238,KOI000086,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q1,Quiz,19.5,20,96.4,2024-05-10 00:00:00,2024-05-10 00:00:00,Auto-graded
GRD00001239,KOI000086,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q2,Quiz,18.9,30,75.5,2024-03-19 00:00:00,2024-03-19 00:00:00,Auto-graded
GRD00001240,KOI000086,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q3,Quiz,17.6,25,91.1,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00001241,KOI000086,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q4,Quiz,10.0,10,80.0,2024-06-04 00:00:00,2024-06-04 00:00:00,Auto-graded
GRD00001242,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_A1,Assignment,14.1,25,94.5,2024-08-30 00:00:00,2024-09-11 00:00:00,"Good effort, well done."
GRD00001243,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_A2,Assignment,25.8,40,79.1,2024-10-22 00:00:00,2024-11-07 00:00:00,"Good effort, well done."
GRD00001244,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_Q1,Quiz,7.8,10,90.4,2024-09-26 00:00:00,2024-09-26 00:00:00,Auto-graded
GRD00001245,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_Q2,Quiz,22.0,30,60.3,2024-08-11 00:00:00,2024-08-11 00:00:00,Auto-graded
GRD00001246,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_Q3,Quiz,7.4,10,60.4,2024-10-13 00:00:00,2024-10-13 00:00:00,Auto-graded
GRD00001247,KOI000086,FIN301_Semester_2_2024,FIN301_Semester_2_2024_Q4,Quiz,24.9,25,72.5,2024-10-07 00:00:00,2024-10-07 00:00:00,Auto-graded
GRD00001248,KOI000087,DATA301_Semester_2_2024,DATA301_Semester_2_2024_A2,Assignment,32.1,50,73.0,2024-08-26 00:00:00,2024-08-31 00:00:00,Needs improvement in analysis.
GRD00001249,KOI000087,DATA301_Semester_2_2024,DATA301_Semester_2_2024_Q1,Quiz,29.4,30,88.1,2024-11-02 00:00:00,2024-11-02 00:00:00,Auto-graded
GRD00001250,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A1,Assignment,16.3,25,92.8,2024-09-20 00:00:00,2024-09-21 00:00:00,Excellent work!
GRD00001251,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A2,Assignment,32.9,40,94.6,2024-10-09 00:00:00,2024-10-15 00:00:00,"Good effort, well done."
GRD00001252,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A4,Assignment,38.5,50,95.7,2024-07-27 00:00:00,2024-08-02 00:00:00,Excellent work!
GRD00001253,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A6,Assignment,16.3,30,69.6,2024-08-27 00:00:00,2024-09-10 00:00:00,"Good effort, well done."
GRD00001254,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q1,Quiz,6.0,10,95.9,2024-08-26 00:00:00,2024-08-26 00:00:00,Auto-graded
GRD00001255,KOI000087,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q2,Quiz,24.8,25,96.5,2024-09-24 00:00:00,2024-09-24 00:00:00,Auto-graded
GRD00001256,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,18.8,20,78.1,2025-02-11 00:00:00,2025-02-20 00:00:00,Needs improvement in analysis.
GRD00001257,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,10.9,20,79.7,2024-12-31 00:00:00,2025-01-08 00:00:00,"Good effort, well done."
GRD00001258,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A3,Assignment,24.6,40,92.2,2025-01-15 00:00:00,2025-01-29 00:00:00,"Good effort, well done."
GRD00001259,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A4,Assignment,94.2,100,57.1,2025-02-05 00:00:00,2025-02-13 00:00:00,Needs improvement in analysis.
GRD00001260,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A6,Assignment,24.8,25,94.5,2025-01-24 00:00:00,2025-01-26 00:00:00,Well researched and presented.
GRD00001261,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q2,Quiz,18.7,20,69.0,2025-02-07 00:00:00,2025-02-07 00:00:00,Auto-graded
GRD00001262,KOI000087,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q3,Quiz,18.1,30,67.6,2025-01-20 00:00:00,2025-01-20 00:00:00,Auto-graded
GRD00001263,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A1,Assignment,11.7,20,82.4,2024-05-21 00:00:00,2024-05-24 00:00:00,Satisfactory. Consider improvement in...
GRD00001264,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A2,Assignment,38.1,50,56.2,2024-03-27 00:00:00,2024-04-11 00:00:00,Excellent work!
GRD00001265,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A3,Assignment,19.6,25,71.7,2024-04-17 00:00:00,2024-04-26 00:00:00,Well researched and presented.
GRD00001266,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A4,Assignment,68.6,100,77.5,2024-04-19 00:00:00,2024-05-01 00:00:00,Needs improvement in analysis.
GRD00001267,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A5,Assignment,15.7,20,73.2,2024-04-13 00:00:00,2024-04-19 00:00:00,Excellent work!
GRD00001268,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A6,Assignment,30.3,40,85.4,2024-03-19 00:00:00,2024-03-25 00:00:00,Well researched and presented.
GRD00001269,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q1,Quiz,23.1,25,84.2,2024-04-16 00:00:00,2024-04-16 00:00:00,Auto-graded
GRD00001270,KOI000088,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q2,Quiz,16.4,20,75.0,2024-05-29 00:00:00,2024-05-29 00:00:00,Auto-graded
GRD00001271,KOI000088,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A1,Assignment,75.4,100,79.1,2024-10-17 00:00:00,2024-10-31 00:00:00,Needs improvement in analysis.
GRD00001272,KOI000088,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A2,Assignment,19.6,20,65.5,2024-08-17 00:00:00,2024-08-28 00:00:00,Excellent work!
GRD00001273,KOI000088,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A3,Assignment,11.4,20,86.1,2024-10-02 00:00:00,2024-10-08 00:00:00,Excellent work!
GRD00001274,KOI000088,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A5,Assignment,40.4,50,76.8,2024-09-14 00:00:00,2024-09-18 00:00:00,"Good effort, well done."
GRD00001275,KOI000088,NET301_Semester_2_2024,NET301_Semester_2_2024_A1,Assignment,24.8,25,82.7,2024-08-11 00:00:00,2024-08-24 00:00:00,Needs improvement in analysis.
GRD00001276,KOI000088,NET301_Semester_2_2024,NET301_Semester_2_2024_A2,Assignment,53.3,100,98.7,2024-11-05 00:00:00,2024-11-17 00:00:00,Needs improvement in analysis.
GRD00001277,KOI000088,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,25.5,30,83.7,2024-09-28 00:00:00,2024-10-01 00:00:00,Excellent work!
GRD00001278,KOI000088,NET301_Semester_2_2024,NET301_Semester_2_2024_Q1,Quiz,24.8,25,71.1,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00001279,KOI000088,NET301_Semester_2_2024,NET301_Semester_2_2024_Q2,Quiz,6.6,10,94.1,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00001280,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A2,Assignment,68.0,100,96.5,2025-01-04 00:00:00,2025-01-08 00:00:00,Satisfactory. Consider improvement in...
GRD00001281,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A3,Assignment,10.4,20,88.8,2025-01-27 00:00:00,2025-02-06 00:00:00,Excellent work!
GRD00001282,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A4,Assignment,37.7,40,70.4,2025-02-15 00:00:00,2025-02-22 00:00:00,Excellent work!
GRD00001283,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q1,Quiz,9.3,10,73.8,2025-01-29 00:00:00,2025-01-29 00:00:00,Auto-graded
GRD00001284,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q2,Quiz,20.8,30,93.1,2024-12-10 00:00:00,2024-12-10 00:00:00,Auto-graded
GRD00001285,KOI000089,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q3,Quiz,14.8,20,96.1,2025-02-01 00:00:00,2025-02-01 00:00:00,Auto-graded
GRD00001286,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A2,Assignment,14.2,25,53.6,2024-10-26 00:00:00,2024-11-06 00:00:00,"Good effort, well done."
GRD00001287,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A3,Assignment,13.6,25,84.1,2024-08-14 00:00:00,2024-08-22 00:00:00,Satisfactory. Consider improvement in...
GRD00001288,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_A4,Assignment,24.1,30,93.0,2024-08-03 00:00:00,2024-08-14 00:00:00,Needs improvement in analysis.
GRD00001289,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q1,Quiz,14.7,15,61.2,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00001290,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q2,Quiz,19.7,20,81.6,2024-10-02 00:00:00,2024-10-02 00:00:00,Auto-graded
GRD00001291,KOI000091,COMP401_Semester_2_2024,COMP401_Semester_2_2024_Q3,Quiz,25.4,30,75.7,2024-07-27 00:00:00,2024-07-27 00:00:00,Auto-graded
GRD00001292,KOI000091,COMP101_Semester_1_2024,COMP101_Semester_1_2024_A3,Assignment,24.2,25,71.0,2024-06-08 00:00:00,2024-06-17 00:00:00,Excellent work!
GRD00001293,KOI000091,COMP101_Semester_1_2024,COMP101_Semester_1_2024_A4,Assignment,31.1,40,68.4,2024-04-23 00:00:00,2024-05-10 00:00:00,Well researched and presented.
GRD00001294,KOI000091,COMP101_Semester_1_2024,COMP101_Semester_1_2024_A5,Assignment,17.5,20,94.5,2024-04-22 00:00:00,2024-04-29 00:00:00,Well researched and presented.
GRD00001295,KOI000091,COMP101_Semester_1_2024,COMP101_Semester_1_2024_Q1,Quiz,15.8,25,80.5,2024-03-11 00:00:00,2024-03-11 00:00:00,Auto-graded
GRD00001296,KOI000091,COMP101_Semester_1_2024,COMP101_Semester_1_2024_Q2,Quiz,18.6,25,72.1,2024-03-09 00:00:00,2024-03-09 00:00:00,Auto-graded
GRD00001297,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A1,Assignment,17.6,20,62.7,2024-12-19 00:00:00,2024-12-27 00:00:00,Well researched and presented.
GRD00001298,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A2,Assignment,59.8,100,65.3,2025-01-03 00:00:00,2025-01-16 00:00:00,"Good effort, well done."
GRD00001299,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A3,Assignment,13.4,20,65.1,2025-01-25 00:00:00,2025-01-31 00:00:00,Well researched and presented.
GRD00001300,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q1,Quiz,7.5,10,77.4,2025-01-29 00:00:00,2025-01-29 00:00:00,Auto-graded
GRD00001301,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q2,Quiz,19.1,30,98.7,2024-12-10 00:00:00,2024-12-10 00:00:00,Auto-graded
GRD00001302,KOI000091,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q3,Quiz,18.3,20,86.6,2025-02-01 00:00:00,2025-02-01 00:00:00,Auto-graded
GRD00001303,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_A1,Assignment,34.8,40,97.0,2024-06-10 00:00:00,2024-06-17 00:00:00,"Good effort, well done."
GRD00001304,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_A3,Assignment,18.9,25,94.3,2024-03-31 00:00:00,2024-04-09 00:00:00,Well researched and presented.
GRD00001305,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_A4,Assignment,19.9,25,84.4,2024-05-08 00:00:00,2024-05-20 00:00:00,Needs improvement in analysis.
GRD00001306,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_Q1,Quiz,9.9,15,69.6,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00001307,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_Q2,Quiz,13.9,15,63.4,2024-03-12 00:00:00,2024-03-12 00:00:00,Auto-graded
GRD00001308,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_Q3,Quiz,21.8,25,70.5,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00001309,KOI000091,NET301_Semester_1_2024,NET301_Semester_1_2024_Q4,Quiz,18.4,25,69.6,2024-05-28 00:00:00,2024-05-28 00:00:00,Auto-graded
GRD00001310,KOI000092,COMP401_Summer_2024/25,COMP401_Summer_2024/25_A2,Assignment,19.9,20,97.4,2025-01-15 00:00:00,2025-01-22 00:00:00,Excellent work!
GRD00001311,KOI000092,COMP401_Summer_2024/25,COMP401_Summer_2024/25_A3,Assignment,24.7,40,62.3,2025-02-13 00:00:00,2025-02-28 00:00:00,Excellent work!
GRD00001312,KOI000092,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q1,Quiz,13.9,20,63.1,2024-12-30 00:00:00,2024-12-30 00:00:00,Auto-graded
GRD00001313,KOI000092,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q2,Quiz,14.1,15,81.2,2025-01-14 00:00:00,2025-01-14 00:00:00,Auto-graded
GRD00001314,KOI000092,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q3,Quiz,22.5,30,88.8,2025-02-17 00:00:00,2025-02-17 00:00:00,Auto-graded
GRD00001315,KOI000092,MGT301_Summer_2024/25,MGT301_Summer_2024/25_A1,Assignment,18.3,25,86.4,2025-01-14 00:00:00,2025-01-24 00:00:00,Satisfactory. Consider improvement in...
GRD00001316,KOI000092,MGT301_Summer_2024/25,MGT301_Summer_2024/25_A2,Assignment,70.1,100,85.6,2025-02-09 00:00:00,2025-02-23 00:00:00,Satisfactory. Consider improvement in...
GRD00001317,KOI000092,MGT301_Summer_2024/25,MGT301_Summer_2024/25_A3,Assignment,34.0,50,62.0,2025-01-22 00:00:00,2025-02-03 00:00:00,Well researched and presented.
GRD00001318,KOI000092,MGT301_Summer_2024/25,MGT301_Summer_2024/25_Q1,Quiz,14.2,20,75.5,2024-12-31 00:00:00,2024-12-31 00:00:00,Auto-graded
GRD00001319,KOI000092,MGT301_Summer_2024/25,MGT301_Summer_2024/25_Q2,Quiz,13.7,15,75.3,2025-01-07 00:00:00,2025-01-07 00:00:00,Auto-graded
GRD00001320,KOI000092,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A1,Assignment,21.5,30,95.3,2024-12-21 00:00:00,2024-12-24 00:00:00,"Good effort, well done."
GRD00001321,KOI000092,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A2,Assignment,68.5,100,76.8,2025-02-20 00:00:00,2025-03-02 00:00:00,Satisfactory. Consider improvement in...
GRD00001322,KOI000092,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A3,Assignment,19.4,20,95.9,2024-12-18 00:00:00,2024-12-29 00:00:00,Excellent work!
GRD00001323,KOI000092,MKT201_Summer_2024/25,MKT201_Summer_2024/25_Q1,Quiz,20.2,30,76.0,2025-02-01 00:00:00,2025-02-01 00:00:00,Auto-graded
GRD00001324,KOI000092,MKT201_Summer_2024/25,MKT201_Summer_2024/25_Q3,Quiz,18.7,25,75.3,2024-12-27 00:00:00,2024-12-27 00:00:00,Auto-graded
GRD00001325,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A1,Assignment,28.9,40,55.6,2024-08-28 00:00:00,2024-08-30 00:00:00,Well researched and presented.
GRD00001326,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A2,Assignment,19.1,30,62.0,2024-11-05 00:00:00,2024-11-10 00:00:00,"Good effort, well done."
GRD00001327,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A3,Assignment,24.2,25,64.3,2024-08-06 00:00:00,2024-08-19 00:00:00,Needs improvement in analysis.
GRD00001328,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A4,Assignment,25.0,40,94.9,2024-10-29 00:00:00,2024-11-15 00:00:00,Excellent work!
GRD00001329,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A5,Assignment,65.8,100,65.4,2024-08-14 00:00:00,2024-08-22 00:00:00,Needs improvement in analysis.
GRD00001330,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A6,Assignment,33.2,40,72.9,2024-09-17 00:00:00,2024-09-28 00:00:00,Excellent work!
GRD00001331,KOI000093,COMP101_Semester_2_2024,COMP101_Semester_2_2024_Q2,Quiz,8.9,10,79.8,2024-09-03 00:00:00,2024-09-03 00:00:00,Auto-graded
GRD00001332,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A1,Assignment,27.1,40,58.4,2024-11-01 00:00:00,2024-11-03 00:00:00,Satisfactory. Consider improvement in...
GRD00001333,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A2,Assignment,14.5,20,95.8,2024-10-02 00:00:00,2024-10-10 00:00:00,"Good effort, well done."
GRD00001334,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A3,Assignment,45.4,50,82.9,2024-08-16 00:00:00,2024-08-24 00:00:00,Needs improvement in analysis.
GRD00001335,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_Q1,Quiz,17.6,25,93.8,2024-09-05 00:00:00,2024-09-05 00:00:00,Auto-graded
GRD00001336,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_Q2,Quiz,13.1,15,61.9,2024-08-14 00:00:00,2024-08-14 00:00:00,Auto-graded
GRD00001337,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_Q3,Quiz,21.4,25,66.5,2024-11-02 00:00:00,2024-11-02 00:00:00,Auto-graded
GRD00001338,KOI000093,MKT201_Semester_2_2024,MKT201_Semester_2_2024_Q4,Quiz,23.2,25,61.0,2024-10-06 00:00:00,2024-10-06 00:00:00,Auto-graded
GRD00001339,KOI000094,COMP201_Summer_2024/25,COMP201_Summer_2024/25_A1,Assignment,18.0,20,93.8,2025-01-20 00:00:00,2025-01-25 00:00:00,Well researched and presented.
GRD00001340,KOI000094,COMP201_Summer_2024/25,COMP201_Summer_2024/25_A2,Assignment,28.3,50,71.5,2025-01-06 00:00:00,2025-01-15 00:00:00,"Good effort, well done."
GRD00001341,KOI000094,COMP201_Summer_2024/25,COMP201_Summer_2024/25_A5,Assignment,26.5,50,91.4,2025-02-16 00:00:00,2025-03-04 00:00:00,"Good effort, well done."
GRD00001342,KOI000094,COMP201_Summer_2024/25,COMP201_Summer_2024/25_Q1,Quiz,19.5,20,62.5,2025-01-23 00:00:00,2025-01-23 00:00:00,Auto-graded
GRD00001343,KOI000094,COMP201_Summer_2024/25,COMP201_Summer_2024/25_Q2,Quiz,11.2,15,86.0,2025-02-12 00:00:00,2025-02-12 00:00:00,Auto-graded
GRD00001344,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A1,Assignment,20.9,40,51.3,2025-01-29 00:00:00,2025-02-07 00:00:00,"Good effort, well done."
GRD00001345,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A2,Assignment,16.0,30,59.3,2025-01-30 00:00:00,2025-02-13 00:00:00,"Good effort, well done."
GRD00001346,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A5,Assignment,19.7,20,84.6,2024-12-25 00:00:00,2025-01-07 00:00:00,"Good effort, well done."
GRD00001347,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A6,Assignment,19.1,25,81.4,2025-02-17 00:00:00,2025-02-25 00:00:00,"Good effort, well done."
GRD00001348,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q1,Quiz,10.2,15,67.9,2025-01-30 00:00:00,2025-01-30 00:00:00,Auto-graded
GRD00001349,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q2,Quiz,22.2,30,66.2,2025-01-12 00:00:00,2025-01-12 00:00:00,Auto-graded
GRD00001350,KOI000094,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q3,Quiz,6.7,10,88.8,2025-02-06 00:00:00,2025-02-06 00:00:00,Auto-graded
GRD00001351,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A1,Assignment,11.9,20,86.3,2024-05-19 00:00:00,2024-06-04 00:00:00,"Good effort, well done."
GRD00001352,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A2,Assignment,43.0,50,98.3,2024-03-28 00:00:00,2024-04-13 00:00:00,"Good effort, well done."
GRD00001353,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A3,Assignment,14.4,25,57.5,2024-04-14 00:00:00,2024-04-21 00:00:00,Needs improvement in analysis.
GRD00001354,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A5,Assignment,16.1,20,50.1,2024-04-14 00:00:00,2024-04-30 00:00:00,Well researched and presented.
GRD00001355,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A6,Assignment,36.6,40,89.1,2024-03-20 00:00:00,2024-04-03 00:00:00,Satisfactory. Consider improvement in...
GRD00001356,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q1,Quiz,17.3,25,77.1,2024-04-16 00:00:00,2024-04-16 00:00:00,Auto-graded
GRD00001357,KOI000095,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q2,Quiz,19.8,20,78.8,2024-05-29 00:00:00,2024-05-29 00:00:00,Auto-graded
GRD00001358,KOI000095,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A3,Assignment,52.3,100,59.4,2024-05-11 00:00:00,2024-05-27 00:00:00,Excellent work!
GRD00001359,KOI000095,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A4,Assignment,36.1,40,91.5,2024-04-16 00:00:00,2024-04-24 00:00:00,Excellent work!
GRD00001360,KOI000095,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q2,Quiz,19.9,30,64.0,2024-03-19 00:00:00,2024-03-19 00:00:00,Auto-graded
GRD00001361,KOI000095,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q3,Quiz,24.5,25,99.2,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00001362,KOI000095,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q4,Quiz,9.9,10,87.1,2024-06-04 00:00:00,2024-06-04 00:00:00,Auto-graded
GRD00001363,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_A1,Assignment,17.7,30,54.5,2024-12-17 00:00:00,2024-12-31 00:00:00,Well researched and presented.
GRD00001364,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_A2,Assignment,22.0,25,76.7,2025-01-03 00:00:00,2025-01-18 00:00:00,Well researched and presented.
GRD00001365,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_A3,Assignment,26.5,40,87.7,2025-01-03 00:00:00,2025-01-07 00:00:00,"Good effort, well done."
GRD00001366,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_A4,Assignment,98.2,100,99.1,2025-02-14 00:00:00,2025-02-18 00:00:00,"Good effort, well done."
GRD00001367,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_A5,Assignment,37.7,50,81.7,2025-01-24 00:00:00,2025-01-31 00:00:00,"Good effort, well done."
GRD00001368,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_Q1,Quiz,24.9,25,94.3,2025-02-20 00:00:00,2025-02-20 00:00:00,Auto-graded
GRD00001369,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_Q2,Quiz,17.7,20,86.6,2025-01-29 00:00:00,2025-01-29 00:00:00,Auto-graded
GRD00001370,KOI000095,MATH101_Summer_2024/25,MATH101_Summer_2024/25_Q3,Quiz,18.9,20,67.1,2025-01-31 00:00:00,2025-01-31 00:00:00,Auto-graded
GRD00001371,KOI000095,MATH101_Semester_2_2024,MATH101_Semester_2_2024_A1,Assignment,35.1,50,68.9,2024-08-19 00:00:00,2024-08-25 00:00:00,Satisfactory. Consider improvement in...
GRD00001372,KOI000095,MATH101_Semester_2_2024,MATH101_Semester_2_2024_A2,Assignment,28.5,30,62.1,2024-09-01 00:00:00,2024-09-18 00:00:00,"Good effort, well done."
GRD00001373,KOI000095,MATH101_Semester_2_2024,MATH101_Semester_2_2024_Q1,Quiz,24.4,30,70.9,2024-09-07 00:00:00,2024-09-07 00:00:00,Auto-graded
GRD00001374,KOI000095,MATH101_Semester_2_2024,MATH101_Semester_2_2024_Q2,Quiz,19.9,25,64.2,2024-10-11 00:00:00,2024-10-11 00:00:00,Auto-graded
GRD00001375,KOI000095,MATH101_Semester_2_2024,MATH101_Semester_2_2024_Q3,Quiz,11.9,15,72.6,2024-11-06 00:00:00,2024-11-06 00:00:00,Auto-graded
GRD00001376,KOI000095,BUS101_Semester_1_2024,BUS101_Semester_1_2024_A1,Assignment,48.7,50,88.6,2024-05-28 00:00:00,2024-06-02 00:00:00,Excellent work!
GRD00001377,KOI000095,BUS101_Semester_1_2024,BUS101_Semester_1_2024_A2,Assignment,13.4,25,88.7,2024-03-13 00:00:00,2024-03-21 00:00:00,Excellent work!
GRD00001378,KOI000095,BUS101_Semester_1_2024,BUS101_Semester_1_2024_A3,Assignment,16.1,25,70.0,2024-06-11 00:00:00,2024-06-25 00:00:00,Satisfactory. Consider improvement in...
GRD00001379,KOI000095,BUS101_Semester_1_2024,BUS101_Semester_1_2024_Q1,Quiz,14.5,20,71.1,2024-03-07 00:00:00,2024-03-07 00:00:00,Auto-graded
